ID	TITLE
00001	GER 100R                                                                        
00002	GER 101                                                                         
00003	GER 190                                                                         
00004	GER 192R                                                                        
00005	GER 201                                                                         
00006	GER 301                                                                         
00007	GER 318                                                                         
00008	GER 375                                                                         
00009	GER 380                                                                         
00010	GER 380                                                                         
00011	GER 392R                                                                        
00012	GER 470W                                                                        
00013	GER 495A                                                                        
00014	GER 497R                                                                        
