ID	TITLE
00001	HLTH 220                                                                        
00002	HLTH 226                                                                        
00003	HLTH 323                                                                        
00004	HLTH 364                                                                        
00005	HLTH 385                                                                        
00006	HLTH 385                                                                        
00007	HLTH 385                                                                        
