ID	TITLE
00001	LAT 101                                                                         
00002	LAT 201                                                                         
00003	LAT 370                                                                         
00004	LAT 398R                                                                        
00005	LAT 495A                                                                        
00006	LAT 498R                                                                        
00007	LAT 597R                                                                        
