ID	TITLE
00001	ITAL 102                                                                        
00002	ITAL 190                                                                        
00003	ITAL 202                                                                        
00004	ITAL 302W                                                                       
00005	ITAL 320W                                                                       
00006	ITAL 375W                                                                       
00007	ITAL 397R                                                                       
00008	ITAL 470W                                                                       
00009	ITAL 495BW                                                                      
