ID	TITLE
00001	PHIL 110                                                                        
00002	PHIL 111                                                                        
00003	PHIL 116                                                                        
00004	PHIL 133                                                                        
00005	PHIL 345                                                                        
00006	PHIL 385W                                                                       
00007	PHIL 599R                                                                       
00008	PHIL 799R                                                                       
