ID	TITLE
00001	PHYS 115                                                                        
00002	PHYS 116                                                                        
00003	PHYS 141                                                                        
00004	PHYS 142                                                                        
00005	PHYS 397R                                                                       
00006	PHYS 499R                                                                       
00007	PHYS 597R                                                                       
00008	PHYS 599R                                                                       
00009	PHYS 799R                                                                       
